RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
130,Rodney HoodCLE/UTAH,SF,60,26.9,14.7,5.4,12.5,42.9,2.1,5.6,38.1,1.9,2.2,86,2.8,1.6,0.8,0.2,1.2,0,0,14.38
131,Skal LabissiereSAC,PF,60,20.7,8.7,3.4,7.6,44.8,0.3,0.9,35.3,1.6,2,80.5,4.8,1.2,0.4,0.8,1.2,3,0,14.33
132,DeMarre CarrollBKN,SF,73,29.9,13.5,4.5,10.8,41.4,2,5.4,37.1,2.6,3.4,76.4,6.6,2,0.8,0.4,1.4,13,0,14.31
133,Jerian GrantCHI,PG,74,22.8,8.4,2.8,6.8,41.6,0.8,2.5,32.6,1.9,2.5,74.5,2.3,4.6,0.9,0.1,1.2,5,0,14.3
134,Caris LeVertBKN,SG,71,26.3,12.1,4.5,10.4,43.5,1.2,3.5,34.7,1.9,2.6,71.1,3.7,4.2,1.2,0.3,2.2,3,0,14.3
135,Kyle KuzmaLAL,PF,77,31.2,16.1,6.1,13.5,45,2.1,5.6,36.6,1.9,2.7,70.7,6.3,1.8,0.6,0.4,1.8,17,0,14.22
136,Marco BelinelliATL/PHI,SG,80,24.3,12.1,4.2,9.6,44.1,1.9,4.9,37.7,1.9,2,90.8,1.9,1.9,0.8,0.2,1.2,0,0,14.2
137,Shabazz NapierPOR,PG,74,20.7,8.7,3,7.2,42,1.1,2.9,37.6,1.6,1.9,84.1,2.3,2,1.1,0.2,1.2,0,0,14.18
138,Bismack BiyomboORL,C,82,18.2,5.7,2.2,4.3,52,0,0,0,1.2,1.9,65,5.7,0.8,0.3,1.2,1,7,0,14.15
139,Davis BertansSA,SF,77,14.1,5.9,2.1,4.8,44,1.2,3.3,37.3,0.5,0.6,81.6,2,1,0.3,0.4,0.5,0,0,14.13
140,Tyus JonesMIN,PG,82,17.9,5.1,1.8,4,45.7,0.5,1.6,34.9,0.9,1,87.7,1.6,2.8,1.2,0.1,0.7,0,0,14.1
141,Eric MorelandDET,C,67,12,2.1,1,1.8,54.1,0,0,0,0.2,0.4,37.9,4.1,1.2,0.5,0.8,0.6,2,0,13.99
142,Bojan BogdanovicIND,SF,80,30.8,14.3,5.1,10.7,47.4,1.9,4.8,40.2,2.2,2.6,86.8,3.4,1.5,0.7,0.1,1.3,0,0,13.98
143,Marvin WilliamsCHA,F,78,25.7,9.5,3.3,7.2,45.8,1.6,3.9,41.3,1.3,1.6,82.9,4.7,1.2,0.7,0.5,0.8,3,0,13.9
143,Brandon IngramLAL,SF,59,33.5,16.1,6.1,12.9,47,0.7,1.8,39,3.3,4.8,68.1,5.3,3.9,0.8,0.7,2.5,6,0,13.9
145,Anthony TolliverDET,PF,79,22.2,8.9,2.8,6,46.4,2,4.6,43.6,1.3,1.7,79.7,3.1,1.1,0.4,0.3,0.7,1,0,13.89
146,Mario HezonjaORL,SF,75,22.1,9.6,3.6,8.2,44.2,1.2,3.6,33.7,1.1,1.4,81.9,3.7,1.4,1.1,0.4,1.1,2,0,13.73
147,Mike ScottWSH,PF,76,18.5,8.8,3.6,6.9,52.7,0.9,2.1,40.5,0.7,1,65.8,3.3,1.1,0.3,0.1,1,0,0,13.72
148,Jaylen BrownBOS,SG,70,30.7,14.5,5.3,11.5,46.5,1.7,4.4,39.5,2.1,3.3,64.4,4.9,1.6,1,0.4,1.8,2,0,13.69
149,Reggie BullockDET,SF,62,27.9,11.3,4.3,8.8,48.9,2,4.5,44.5,0.6,0.8,79.6,2.5,1.5,0.8,0.2,0.8,0,0,13.66
150,Josh RichardsonMIA,SG,81,33.2,12.9,4.9,10.9,45.1,1.6,4.1,37.8,1.5,1.8,84.5,3.5,2.9,1.5,0.9,1.7,0,0,13.6
151,Bogdan BogdanovicSAC,SG,78,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84,2.9,3.3,0.9,0.2,1.6,0,0,13.51
152,Maxi KleberDAL,PF,72,16.8,5.4,2.1,4.3,48.9,0.6,1.8,31.3,0.6,0.8,74.6,3.3,0.7,0.4,0.7,0.4,1,0,13.45
153,Kyle KorverCLE,SG,73,21.6,9.2,3,6.6,45.9,2.2,5.2,43.6,0.9,1,88.9,2.3,1.2,0.4,0.4,0.8,0,0,13.41
154,Joe HarrisBKN,SF,78,25.3,10.8,3.9,8,49.1,1.9,4.6,41.9,1.1,1.3,82.7,3.3,1.6,0.4,0.3,1.2,2,0,13.39
155,Shelvin MackORL,G,69,19.8,6.9,2.6,6,43,0.7,2,34.5,1,1.4,71.1,2.4,3.9,0.8,0.1,1.3,1,0,13.35
156,George HillCLE/SAC,PG,67,27,10,3.5,7.7,46,1.3,3.1,41.5,1.6,2.1,78.6,2.7,2.8,0.9,0.4,1.3,0,0,13.35
157,Markieff MorrisWSH,PF,73,27,11.5,4.5,9.4,48,1,2.8,36.7,1.4,1.8,82,5.6,1.9,0.8,0.5,1.7,5,0,13.3
158,Jonas JerebkoUTAH,F,74,15.3,5.8,2.1,4.6,46.6,0.9,2.1,41.4,0.6,0.8,80.7,3.3,0.6,0.3,0.2,0.4,0,0,13.25
159,Kentavious Caldwell-PopeLAL,SG,74,33.2,13.4,4.6,10.8,42.6,2.1,5.6,38.3,2.1,2.6,78.9,5.2,2.2,1.4,0.2,1.3,4,0,13.22
160,Alec BurksUTAH,SG,64,16.5,7.7,2.7,6.5,41.1,0.7,2.2,33.1,1.7,1.9,86.3,3,1,0.6,0.1,0.9,0,0,13.13
161,Raymond FeltonOKC,G,82,16.6,6.9,2.7,6.7,40.7,1,2.8,35.4,0.4,0.5,81.8,1.9,2.5,0.6,0.2,0.9,0,0,13.11
162,Andrew WigginsMIN,SF,82,36.3,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2,1.1,0.6,1.7,1,0,13.1
163,Devin HarrisDAL/DEN,G,71,18.9,8.4,2.6,6.4,41.2,1.1,3.2,34.8,2,2.4,83.5,1.8,2.1,0.7,0.2,1.1,0,0,13.08
164,C.J. MilesTOR,SG,70,19.1,10,3.2,8.6,37.9,2.3,6.5,36.1,1.2,1.4,83.5,2.2,0.8,0.5,0.3,0.6,0,0,13.08
165,Tyler JohnsonMIA,SG,72,28.5,11.7,4.3,9.9,43.5,1.7,4.5,36.7,1.5,1.8,82.2,3.4,2.3,0.8,0.5,1.1,0,0,13.07
166,Courtney LeeNY,SG,76,30.4,12,4.5,9.9,45.4,1.5,3.7,40.6,1.5,1.6,91.9,2.9,2.4,1.1,0.2,1.1,1,0,13.06
167,Jamal CrawfordMIN,SG,80,20.7,10.3,3.9,9.3,41.5,1.3,3.9,33.1,1.3,1.4,90.3,1.2,2.3,0.5,0.1,1.2,0,0,13.06
168,Robert CovingtonPHI,PF,80,31.6,12.6,4.3,10.5,41.3,2.5,6.9,36.9,1.5,1.7,85.3,5.4,2,1.7,0.9,1.6,7,0,12.98
169,Manu GinobiliSA,G,65,20,8.9,3.1,7.1,43.4,1,3,33.3,1.7,2,84,2.2,2.5,0.7,0.2,1.6,0,0,12.95
170,Taurean PrinceATL,PF,82,30,14.1,5.1,11.9,42.6,2.1,5.6,38.5,1.9,2.2,84.4,4.7,2.6,1,0.5,2.3,5,0,12.9
171,Dennis Smith Jr.DAL,PG,69,29.7,15.2,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,3.8,5.2,1,0.3,2.8,6,1,12.89
172,Jonathon SimmonsORL,G,69,29.4,13.9,5.1,11,46.5,1,3,33.8,2.7,3.5,76.8,3.5,2.5,0.8,0.2,2.1,0,0,12.8
173,Carmelo AnthonyOKC,PF,78,32.1,16.2,6.1,15,40.4,2.2,6.1,35.7,1.9,2.5,76.7,5.8,1.3,0.6,0.6,1.3,6,0,12.78
174,Nemanja BjelicaMIN,PF,67,20.5,6.8,2.6,5.5,46.1,1.1,2.7,41.5,0.5,0.7,80,4.1,1.3,0.7,0.2,0.8,1,0,12.62
175,Austin RiversLAC,PG,61,33.7,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,2.4,4,1.2,0.3,1.8,0,0,12.6
176,Ryan AndersonHOU,PF,66,26.1,9.3,3.1,7.3,43.1,2,5.1,38.6,1.1,1.4,77.4,5,0.9,0.4,0.3,0.6,2,0,12.6
177,Maurice HarklessPOR,SF,59,21.4,6.5,2.5,5,49.5,0.8,2,41.5,0.7,1,71.2,2.7,0.9,0.8,0.7,0.7,0,0,12.59
178,Wayne EllingtonMIA,SG,77,26.5,11.2,3.7,9.1,40.7,2.9,7.5,39.2,0.9,1,85.9,2.8,1,0.7,0.1,0.7,0,0,12.54
179,Michael Kidd-GilchristCHA,SF,74,25,9.2,3.8,7.6,50.4,0,0,0,1.6,2.3,68.4,4.1,1,0.7,0.4,0.7,2,0,12.54
180,T.J. McConnellPHI,PG,76,22.4,6.3,2.8,5.5,49.9,0.4,0.8,43.5,0.4,0.5,79.5,3,4,1.2,0.2,1.5,2,1,12.51
181,Lance StephensonIND,G,82,22.6,9.2,3.7,8.6,42.7,0.8,2.8,28.9,1,1.5,66.1,5.2,2.9,0.6,0.2,1.6,3,0,12.47
182,Jodie MeeksWSH,G,77,14.5,6.3,2,5.1,39.9,0.9,2.7,34.3,1.3,1.5,86.3,1.6,0.9,0.4,0.1,0.5,0,0,12.44
183,Allen CrabbeBKN,SG,75,29.3,13.2,4.5,11,40.8,2.7,7.1,37.8,1.5,1.8,85.2,4.3,1.6,0.6,0.5,1,0,0,12.33
184,Langston GallowayDET,SG,58,14.9,6.2,2.2,5.9,37.1,1.3,3.8,34.4,0.6,0.7,80.5,1.6,1,0.6,0.1,0.3,0,0,12.27
185,David NwabaCHI,SG,70,23.5,7.9,2.9,6,47.8,0.3,0.7,34.6,1.9,2.9,65.5,4.7,1.5,0.8,0.4,1.1,3,0,12.26
186,Ian MahinmiWSH,C,77,14.9,4.8,1.8,3.2,55.6,0,0,0,1.2,1.7,70.3,4.1,0.7,0.5,0.5,1.3,1,0,12.25
187,Josh HartLAL,SF,63,23.2,7.9,2.8,6,46.9,1.2,3.1,39.6,1,1.5,70.2,4.2,1.3,0.7,0.3,0.7,8,0,12.25
188,Luke KennardDET,SG,73,20,7.6,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1,85.5,2.4,1.7,0.6,0.2,0.9,1,0,12.19
189,E'Twaun MooreNO,SG,82,31.5,12.5,5.2,10.1,50.8,1.6,3.7,42.5,0.6,0.8,70.6,2.9,2.3,1,0.1,1.2,0,0,12.18
190,Denzel ValentineCHI,SG,77,27.2,10.2,3.9,9.4,41.7,1.9,4.8,38.6,0.5,0.7,74.5,5.1,3.2,0.8,0.1,1.3,5,0,12.12
191,Aron BaynesBOS,C,81,18.3,6,2.6,5.5,47.1,0,0.3,14.3,0.7,1,75.6,5.4,1.1,0.3,0.6,1,4,0,12.09
192,Al-Farouq AminuPOR,PF,69,30,9.3,3.3,8.4,39.5,1.8,4.9,36.9,0.9,1.2,73.8,7.6,1.2,1.1,0.6,1.1,9,0,12.02
193,Kelly Oubre Jr.WSH,SF,81,27.5,11.8,3.9,9.8,40.3,1.6,4.6,34.1,2.4,2.9,82,4.5,1.2,1,0.4,1.1,0,0,11.99
194,Josh JacksonPHX,SG,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,4.6,1.5,1,0.5,1.9,5,0,11.91
195,Patty MillsSA,PG,82,25.7,10,3.4,8.3,41.1,1.9,5,37.2,1.3,1.4,89,1.9,2.8,0.7,0.1,1.3,0,0,11.89
196,Trevor ArizaHOU,SF,67,33.9,11.7,4,9.7,41.2,2.5,6.9,36.8,1.1,1.3,85.4,4.4,1.6,1.5,0.2,0.8,1,0,11.8
197,James Ennis IIIDET/MEM,SF,72,22.3,7.1,2.5,5.3,47.4,0.7,2.1,33.3,1.3,1.6,83.6,3.1,1,0.7,0.3,0.8,1,0,11.66
198,Shaun LivingstonGS,G,71,15.9,5.5,2.4,4.8,50.1,0,0.1,0,0.7,0.9,82,1.8,2,0.5,0.3,0.8,0,0,11.64
199,Justise WinslowMIA,SF,68,24.7,7.8,3,7.2,42.4,0.7,1.9,38,1,1.5,63.5,5.4,2.2,0.8,0.5,1.1,2,0,11.56
200,Sam DekkerLAC,F,73,12.1,4.2,1.8,3.5,49.4,0.1,0.8,16.7,0.5,0.8,66.1,2.4,0.5,0.3,0.1,0.5,0,0,11.56
201,Emmanuel MudiayDEN/NY,PG,64,19.4,8.6,3.2,8.2,38.8,0.7,2.3,31.8,1.5,2,76,2.4,3.2,0.6,0.2,1.8,1,0,11.51
202,Jarrett JackNY,G,62,25,7.5,3,7.1,42.7,0.4,1.4,29.1,1,1.2,84,3.1,5.6,0.6,0.1,1.9,3,1,11.5
203,Wesley MatthewsDAL,SG,63,33.8,12.7,4.5,11.1,40.6,2.4,6.4,38.1,1.3,1.6,82.2,3.1,2.7,1.2,0.3,1.3,0,0,11.49
204,Yogi FerrellDAL,PG,82,27.8,10.2,3.8,8.9,42.6,1.6,4.4,37.3,1,1.3,79.6,3,2.5,0.8,0.1,1,3,0,11.48
205,Danny GreenSA,SG,70,25.6,8.6,3.1,8,38.7,1.7,4.6,36.3,0.7,0.9,76.9,3.6,1.6,0.9,1.1,1.1,0,0,11.38
206,Tim FrazierWSH,PG,59,14.2,3,1.2,2.9,39.5,0.3,0.9,30.4,0.4,0.5,76.7,1.9,3.3,0.8,0.1,1,0,0,11.32
207,De'Aaron FoxSAC,PG,73,27.8,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,2.8,4.4,1,0.3,2.4,3,0,11.28
208,Andre IguodalaGS,SG,64,25.4,6,2.3,5,46.3,0.5,1.8,28.2,0.9,1.4,63.2,3.8,3.3,0.8,0.6,1,0,0,11.22
209,Corey BrewerLAL/OKC,SG,72,16.8,5.3,2,4.4,44.9,0.4,1.5,28.2,0.9,1.3,72.2,2.1,0.9,1.1,0.2,0.7,0,0,11.19
210,Marquese ChrissPHX,C,72,21.2,7.7,2.8,6.6,42.3,0.8,2.6,29.5,1.3,2.2,60.8,5.5,1.2,0.7,1,1.5,5,0,11.14
211,Cedi OsmanCLE,SF,61,11,3.9,1.5,3,48.4,0.5,1.4,36.8,0.4,0.8,56.5,2,0.7,0.4,0,0.5,0,0,11.06
212,Cory JosephIND,PG,82,27,7.9,3.1,7.4,42.4,0.8,2.3,35.3,0.9,1.1,74.5,3.2,3.2,1,0.2,1.1,1,0,10.99
213,Wilson ChandlerDEN,SF,74,31.6,10,3.8,8.5,44.5,1.2,3.3,35.8,1.2,1.5,77.2,5.4,2.1,0.6,0.5,1.2,4,0,10.99
214,Isaiah TaylorATL,G,67,17.4,6.6,2.4,5.8,41.8,0.3,1.2,25,1.5,2.1,70.2,1.4,3.1,0.5,0.1,1.3,0,0,10.94
215,Royce O'NealeUTAH,SF,69,16.7,5,1.7,4.1,42.3,0.6,1.7,35.6,0.9,1.1,80.3,3.4,1.4,0.5,0.2,0.8,1,0,10.84
216,Justin HolidayCHI,SF,72,31.5,12.2,4,10.9,37.1,2.2,6.2,35.9,1.9,2.3,82.3,4,2.1,1.1,0.4,1.3,2,0,10.81
217,Vince CarterSAC,G,58,17.7,5.4,2,4.9,40.3,1,2.8,34.5,0.5,0.6,75.7,2.6,1.2,0.7,0.4,0.6,0,0,10.8
218,Jarell MartinMEM,F,73,22.8,7.7,3,6.8,44.6,0.5,1.3,34.7,1.2,1.6,76.7,4.4,1,0.5,0.7,1.2,2,0,10.52
219,Doug McDermottDAL/NY,SF,81,21.8,7.8,2.9,6.3,46.7,1.1,2.7,42.6,0.8,1,79,2.5,1,0.2,0.2,0.7,0,0,10.46
220,Jae CrowderCLE/UTAH,SF,80,26.1,9.7,3.4,8.4,40.4,1.4,4.3,32.3,1.5,1.9,81.8,3.4,1.2,0.8,0.3,0.9,0,0,10.44
221,Mario ChalmersMEM,G,66,21.5,7.7,2.5,6.7,37.9,0.8,2.9,27.7,1.8,2.1,85.5,2.4,3,1.2,0.2,1.8,1,0,10.39
222,Malik MonkCHA,SG,63,13.5,6.7,2.4,6.7,36,1.3,3.9,34.2,0.5,0.6,84.2,1,1.4,0.3,0.1,0.8,0,0,10.32
223,Luc Mbah a MouteHOU,PF,61,25.6,7.5,2.7,5.7,48.1,1,2.8,36.4,1.1,1.6,68.4,3,0.9,1.2,0.4,1.1,0,0,10.29
224,Garrett TempleSAC,SG,65,24.8,8.4,3.1,7.3,41.8,1.4,3.5,39.2,0.9,1.2,76.9,2.3,1.9,0.9,0.4,1.2,0,0,10.29
225,Thon MakerMIL,C,74,16.7,4.8,1.8,4.3,41.1,0.4,1.4,29.8,0.9,1.3,69.9,3,0.6,0.5,0.7,0.6,0,0,10.22
226,Tyler UlisPHX,G,71,23.4,7.8,3,7.8,38.8,0.6,2.1,28.8,1.2,1.4,83.2,1.8,4.4,1,0.1,1.8,4,0,10.13
227,Nick YoungGS,G,80,17.4,7.3,2.5,6.1,41.2,1.5,4.1,37.7,0.7,0.8,86.2,1.6,0.5,0.5,0.1,0.5,0,0,10.1
228,Patrick PattersonOKC,PF,82,15.5,3.9,1.3,3.2,39.8,0.8,2.1,38.6,0.5,0.6,87,2.4,0.7,0.6,0.3,0.4,0,0,10
229,Dante CunninghamNO/BKN,F,73,21.4,5.7,2.2,5,45.1,0.8,2.3,34.5,0.4,0.7,59.6,4.1,0.7,0.5,0.4,0.5,1,0,10
230,OG AnunobyTOR,SF,74,20,5.9,2.2,4.7,47.1,1,2.7,37.1,0.5,0.8,62.9,2.5,0.7,0.7,0.2,0.6,0,0,10
231,Dillon BrooksMEM,SG,82,28.7,11,4.1,9.4,44,1.1,3.2,35.6,1.5,2,74.7,3.1,1.6,0.9,0.2,1.5,0,0,9.89
232,Evan TurnerPOR,SG,79,25.7,8.2,3.3,7.3,44.7,0.5,1.7,31.8,1.2,1.4,85,3.1,2.2,0.6,0.4,1.3,0,0,9.88
233,Troy DanielsPHX,SG,79,20.5,8.9,2.9,7.3,40.3,2.3,5.8,40,0.7,0.8,87.5,1.6,0.6,0.3,0.1,0.7,0,0,9.86
234,Wesley JohnsonLAC,F,74,20.1,5.4,2,5,40.8,0.8,2.4,33.9,0.6,0.8,74.1,2.9,0.8,1,0.8,0.7,1,0,9.81
235,Ian ClarkNO,G,74,19.6,7.4,3,6.7,44.8,0.8,2.6,31.8,0.6,0.8,76.3,1.7,1.5,0.4,0.1,0.8,0,0,9.45
236,Pat ConnaughtonPOR,SG,82,18.1,5.4,2,4.8,42.3,0.9,2.6,35.2,0.5,0.5,84.1,2,1.1,0.3,0.3,0.5,0,0,9.35
237,Darius MillerNO,SF,82,23.7,7.8,2.6,5.9,44.4,1.8,4.4,41.1,0.7,0.8,86.6,2,1.4,0.3,0.2,0.7,0,0,9.32
238,Justin JacksonSAC,SF,68,22.1,6.7,2.7,6.2,44.2,0.8,2.7,30.8,0.4,0.5,72.2,2.8,1.1,0.4,0.2,0.6,0,0,9.25
239,Bryn ForbesSA,SG,80,19,6.9,2.6,6.2,42.1,1.1,2.9,39,0.6,0.9,66.7,1.4,1,0.4,0,0.5,0,0,9.19
240,Stanley JohnsonDET,SF,69,27.4,8.7,3,8.1,37.5,1,3.4,28.6,1.6,2.1,77.2,3.7,1.6,1.4,0.2,1.1,2,0,9.08
241,Alex AbrinesOKC,G,75,15.1,4.7,1.5,3.9,39.5,1.1,2.9,38,0.5,0.6,84.8,1.5,0.4,0.5,0.1,0.3,0,0,9.03
241,Malik BeasleyDEN,SG,62,9.5,3.2,1.2,2.9,41,0.5,1.3,34.1,0.4,0.5,66.7,1.1,0.5,0.2,0.1,0.4,0,0,9.03
243,Treveon GrahamCHA,SG,63,16.7,4.3,1.5,3.5,43.4,0.6,1.5,41.2,0.7,0.9,69.5,1.9,0.9,0.5,0,0.4,0,0,9
244,Norman PowellTOR,SG,70,15.2,5.5,2.1,5.3,40.1,0.8,2.7,28.5,0.5,0.6,82.1,1.7,1.3,0.5,0.2,0.9,0,0,8.57
245,Tony SnellMIL,SF,75,27.4,6.9,2.5,5.7,43.5,1.4,3.6,40.3,0.5,0.6,79.2,1.9,1.3,0.6,0.4,0.5,0,0,8.49
246,JR SmithCLE,SG,80,28.1,8.3,3,7.4,40.3,1.8,4.8,37.5,0.5,0.7,69.6,2.9,1.8,0.9,0.1,1,0,0,8.48
247,P.J. TuckerHOU,PF,82,27.8,6.1,2.1,5.4,39,1.4,3.8,37.1,0.5,0.7,71.7,5.6,0.9,1,0.3,0.9,3,0,8.36
248,Quincy AcyBKN,F,70,19.4,5.9,1.9,5.2,35.6,1.5,4.2,34.9,0.7,0.9,81.7,3.7,0.8,0.5,0.4,0.9,0,0,8.23
249,Sindarius ThornwellLAC,SG,73,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67,1.9,0.9,0.7,0.3,0.7,0,0,8.22
250,Wes IwunduORL,SF,62,16.5,3.7,1.5,3.5,42.7,0.1,0.7,19.6,0.5,0.8,72.3,2.2,0.9,0.5,0.2,0.5,0,0,7.83
251,Zach CollinsPOR,PF,66,15.8,4.4,1.7,4.4,39.8,0.5,1.7,31,0.4,0.6,64.3,3.3,0.8,0.3,0.5,0.9,0,0,7.56
252,Brandon PaulSA,G,64,9,2.3,0.9,2,43.3,0.2,0.8,27.8,0.3,0.7,51.2,1.1,0.6,0.4,0.1,0.5,0,0,7.48
253,Terrance FergusonOKC,SF,61,12.5,3.1,1.1,2.8,41.4,0.7,2,33.3,0.1,0.2,90,0.8,0.3,0.4,0.2,0.2,0,0,7.43
254,Dragan BenderPHX,F,82,25.2,6.5,2.3,5.9,38.6,1.4,3.9,36.6,0.5,0.6,76.5,4.4,1.6,0.3,0.6,1.4,3,0,7.11
255,Frank NtilikinaNY,PG,78,21.9,5.9,2.3,6.4,36.4,0.6,2,31.8,0.6,0.9,72.1,2.3,3.2,0.8,0.2,1.7,1,0,7.11
256,Lance ThomasNY,SF,73,18.5,4.1,1.4,3.7,38.2,0.7,1.7,40.3,0.6,0.7,83,2.4,0.6,0.4,0.2,0.6,0,0,6.33
257,DeAndre LigginsNO/MIL,G,58,12.5,1.7,0.7,1.8,37.7,0.3,0.9,35.8,0,0.1,40,1.3,0.8,0.6,0.2,0.3,0,0,5.97
258,Josh HuestisOKC,F,69,14.2,2.3,0.9,2.6,33,0.5,1.7,28.7,0.1,0.3,30,2.3,0.3,0.2,0.6,0.4,0,0,5.39
259,Semi OjeleyeBOS,PF,73,15.8,2.7,0.9,2.6,34.6,0.5,1.7,32,0.3,0.6,61,2.2,0.3,0.3,0.1,0.3,0,0,4.57
